,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
196,35,No,1,138,0,2,3,4,269,2,1,37,3,2,6,2,0,4425,15986,5,0,11,3,4,0,10,5,3,6,2,1,2
197,42,No,2,926,0,21,2,4,270,3,1,36,3,2,5,3,1,5265,16439,2,0,16,3,2,1,11,5,3,5,3,0,2
198,38,No,0,1261,0,2,4,5,271,4,0,88,3,2,5,3,2,6553,7259,9,0,14,3,2,0,14,3,3,1,0,0,0
199,38,No,0,1084,0,29,3,2,273,4,0,54,3,2,5,4,2,6261,4185,3,0,18,3,1,1,9,3,1,7,7,1,7
200,27,No,1,472,0,1,1,2,274,3,0,60,2,2,5,1,2,4298,9679,5,0,19,3,3,1,6,1,3,2,2,2,0
201,49,No,2,1002,0,18,4,5,275,4,0,92,3,2,5,4,1,6804,23793,1,1,15,3,1,2,7,0,3,7,7,1,7
202,34,No,1,878,0,10,4,4,277,4,0,43,3,1,7,3,1,3815,5972,1,1,17,3,4,1,5,4,4,5,3,2,0
203,40,No,0,905,0,19,2,4,281,3,0,99,3,2,6,4,2,2741,16523,8,1,15,3,3,1,15,2,4,7,2,3,7
204,38,Yes,0,1180,0,29,1,4,282,2,0,70,3,2,4,1,2,6673,11354,7,1,19,3,2,0,17,2,3,1,0,0,0
205,29,Yes,0,121,1,27,3,3,283,2,1,35,3,3,8,4,2,7639,24525,1,0,22,4,4,3,10,3,2,10,4,1,9
206,22,No,0,1136,0,5,3,5,284,4,0,60,4,1,7,2,1,2328,12392,1,1,16,3,1,1,4,2,2,4,2,2,2
207,36,No,1,635,0,18,1,4,286,2,1,73,3,1,6,4,0,2153,7703,1,0,13,3,1,0,8,2,3,8,1,1,7
208,40,No,2,1151,0,9,5,5,287,4,0,63,2,2,4,4,2,4876,14242,9,0,14,3,4,1,5,5,1,3,2,0,2
209,46,No,0,644,0,1,4,4,288,4,0,97,3,3,4,1,1,9396,12368,7,0,16,3,3,1,17,3,3,4,2,0,3
210,32,Yes,0,1045,1,4,4,4,291,4,0,32,1,3,8,4,2,10400,25812,1,0,11,3,3,0,14,2,2,14,8,9,8
211,30,No,2,829,0,1,1,5,292,3,0,88,2,3,5,3,0,8474,20925,1,0,22,4,3,0,12,2,3,11,8,5,8
212,27,No,1,1242,1,20,3,5,293,4,1,90,3,2,8,3,0,9981,12916,1,0,14,3,4,0,7,2,3,7,7,0,7
213,51,No,0,1469,0,8,4,5,296,2,0,81,2,3,1,2,2,12490,15736,5,0,16,3,4,2,16,5,1,10,9,4,7
214,30,Yes,0,1005,0,3,3,2,297,4,1,88,3,1,7,1,0,2657,8556,5,1,11,3,3,0,8,5,3,5,2,0,4
215,41,No,0,896,1,6,3,5,298,4,1,75,3,3,3,4,0,13591,14674,3,1,18,3,3,0,16,3,3,1,0,0,0
216,30,Yes,1,334,1,26,4,3,299,3,1,52,2,2,8,1,0,6696,22967,5,0,15,3,3,0,9,5,2,6,3,0,1
217,29,Yes,0,992,0,1,3,2,300,3,0,85,3,1,7,3,0,2058,19757,0,0,14,3,4,0,7,1,2,6,2,1,5
218,45,No,2,1052,1,6,3,4,302,4,1,57,2,3,8,4,0,8865,16840,6,0,12,3,4,0,23,2,3,19,7,12,8
219,54,No,0,1147,1,3,3,3,303,4,1,52,3,2,8,1,2,5940,17011,2,0,14,3,4,1,16,4,3,6,2,0,5
220,36,No,0,1396,0,5,2,5,304,4,0,62,3,2,6,2,0,5914,9945,8,0,16,3,4,0,16,3,4,13,11,3,7
221,33,No,0,147,0,4,4,4,305,3,1,47,2,1,7,2,2,2622,13248,6,0,21,4,4,0,7,3,3,3,2,1,1
222,37,No,1,663,0,11,3,1,306,2,0,47,3,3,1,4,1,12185,10056,1,1,14,3,3,3,10,1,3,10,8,0,7
223,38,No,0,119,1,3,3,5,307,1,0,76,3,3,8,3,1,10609,9647,0,0,12,3,3,2,17,6,2,16,10,5,13
224,31,No,2,979,0,1,4,4,308,3,0,90,1,2,5,3,2,4345,4381,0,0,12,3,4,1,6,2,3,5,4,1,4
225,59,No,0,142,0,3,3,5,309,3,0,70,2,1,7,4,2,2177,8456,3,0,17,3,1,1,7,6,3,1,0,0,0
226,37,No,1,319,1,4,4,3,311,1,0,41,3,1,2,4,1,2793,2539,4,0,17,3,3,1,13,2,3,9,8,5,8
227,29,No,1,1413,1,1,1,4,312,2,1,42,3,3,8,4,2,7918,6599,1,0,14,3,4,1,11,5,3,11,10,4,1
228,35,No,1,944,1,1,3,3,314,3,1,92,3,3,8,3,0,8789,9096,1,0,14,3,1,0,10,3,4,10,7,0,8
229,29,Yes,0,896,0,18,1,4,315,3,0,86,2,1,7,4,0,2389,14961,1,1,13,3,3,0,4,3,2,4,3,0,1
230,52,No,0,1323,0,2,3,5,316,3,1,89,2,1,6,4,0,3212,3300,7,0,15,3,2,0,6,3,2,2,2,2,2
231,42,No,0,532,0,4,2,2,319,3,0,58,3,5,3,4,2,19232,4933,1,0,11,3,4,0,22,3,3,22,17,11,15
232,59,No,0,818,2,6,2,4,321,2,0,52,3,1,0,3,2,2267,25657,8,0,17,3,4,0,7,2,2,2,2,2,2
233,50,No,0,854,1,1,4,4,323,4,1,68,3,5,3,4,1,19517,24118,3,0,11,3,3,1,32,3,2,7,0,0,6
234,33,Yes,0,813,0,14,3,4,325,3,0,58,3,1,6,4,2,2436,22149,5,1,13,3,3,1,8,2,1,5,4,0,4
235,43,No,0,1034,1,16,3,3,327,4,1,80,3,4,3,4,2,16064,7744,5,1,22,4,3,1,22,3,3,17,13,1,9
236,33,Yes,0,465,0,2,2,5,328,1,1,39,3,1,6,1,2,2707,21509,7,0,20,4,1,0,13,3,4,9,7,1,7
237,52,No,2,771,1,2,4,5,329,1,0,79,2,5,3,3,0,19068,21030,1,1,18,3,4,0,33,2,4,33,7,15,12
238,32,No,0,1401,1,4,2,5,330,3,1,56,3,1,2,2,2,3931,20990,2,0,11,3,1,1,6,5,3,4,3,1,2
239,32,Yes,0,515,0,1,3,5,331,4,0,62,2,1,6,3,0,3730,9571,0,1,14,3,4,0,4,2,1,3,2,1,2
240,39,No,0,1431,0,1,4,4,332,3,1,96,3,1,6,3,1,2232,15417,7,0,14,3,3,3,7,1,3,3,2,1,2
241,32,No,2,976,1,26,4,3,333,3,0,100,3,2,8,4,2,4465,12069,0,0,18,3,1,0,4,2,3,3,2,2,2
242,41,No,0,1411,0,19,2,5,334,3,0,36,3,2,7,1,1,3072,19877,2,0,16,3,1,2,17,2,2,1,0,0,0
243,40,No,0,1300,0,24,2,2,335,1,0,62,3,2,7,4,1,3319,24447,1,0,17,3,1,2,9,3,3,9,8,4,7
244,45,No,0,252,0,1,3,1,336,3,0,70,4,5,3,4,2,19202,15970,0,0,11,3,3,1,25,2,3,24,0,1,7
245,31,No,1,1327,0,3,4,4,337,2,0,73,3,3,1,3,1,13675,13523,9,0,12,3,1,1,9,3,3,2,2,2,2
246,33,No,0,832,0,5,4,5,338,3,1,63,2,1,7,4,2,2911,14776,1,0,13,3,3,1,2,2,2,2,2,0,2
247,34,No,0,470,0,2,4,5,339,4,0,84,2,2,5,1,2,5957,23687,6,0,13,3,2,1,13,3,3,11,9,5,9
248,37,No,0,1017,0,1,2,4,340,3,1,83,2,1,7,1,2,3920,18697,2,0,14,3,1,1,17,2,2,3,1,0,2
249,45,No,1,1199,0,7,4,5,341,1,0,77,4,2,5,3,2,6434,5118,4,0,17,3,4,1,9,1,3,3,2,0,2
250,37,Yes,1,504,0,10,3,4,342,1,0,61,3,3,5,3,1,10048,22573,6,0,11,3,2,2,17,5,3,1,0,0,0
251,39,No,1,505,0,2,4,2,343,3,1,64,3,3,4,3,0,10938,6420,0,0,25,4,4,0,20,1,3,19,6,11,8
252,29,No,0,665,0,15,3,5,346,3,0,60,3,1,7,4,0,2340,22673,1,0,19,3,1,0,6,1,3,6,5,1,5
253,42,No,0,916,0,17,2,5,347,4,1,82,4,2,7,1,0,6545,23016,3,1,13,3,3,0,10,1,3,3,2,0,2
254,29,No,0,1247,1,20,2,3,349,4,0,45,3,2,8,4,1,6931,10732,2,0,14,3,4,1,10,2,3,3,2,0,2
255,25,No,0,685,0,1,3,5,350,1,1,62,3,2,5,3,2,4898,7505,0,0,12,3,4,2,5,3,3,4,2,1,2
256,42,No,0,269,0,2,3,4,351,4,1,56,2,1,6,1,1,2593,8007,0,1,11,3,3,1,10,4,3,9,6,7,8
257,40,No,0,1416,0,2,2,4,352,1,0,49,3,5,1,3,1,19436,5949,0,0,19,3,4,1,22,5,3,21,7,3,9
258,51,No,0,833,0,1,3,5,353,3,0,96,3,1,7,4,2,2723,23231,1,0,11,3,2,0,1,0,2,1,0,0,0
259,31,Yes,1,307,0,29,2,4,355,3,0,71,2,1,6,2,0,3479,11652,0,0,11,3,2,0,6,2,4,5,4,1,4
260,32,No,1,1311,0,7,3,5,359,2,0,100,4,1,6,2,2,2794,26062,1,0,20,4,3,0,5,3,1,5,1,0,3
261,38,No,2,1327,1,2,2,5,361,4,0,39,2,2,8,4,2,5249,19682,3,0,18,3,4,1,13,0,3,8,7,7,5
262,32,No,0,128,0,2,1,2,362,4,0,84,2,2,6,1,0,2176,19737,4,0,13,3,4,0,9,5,3,6,2,0,4
263,46,No,0,488,1,2,3,2,363,3,1,75,1,4,3,2,2,16872,14977,3,1,12,3,2,1,28,2,2,7,7,7,7
264,28,Yes,0,529,0,2,4,5,364,1,0,79,3,1,6,3,0,3485,14935,2,0,11,3,3,0,5,5,1,0,0,0,0
265,29,No,0,1210,1,2,3,4,366,1,0,78,2,2,8,2,2,6644,3687,2,0,19,3,2,2,10,2,3,0,0,0,0
266,31,No,0,1463,0,23,3,4,367,2,0,64,2,2,4,4,2,5582,14408,0,0,21,4,2,1,10,2,3,9,0,7,8
267,25,No,2,675,0,5,2,5,369,2,0,85,4,2,4,1,1,4000,18384,1,0,12,3,4,2,6,2,3,6,3,1,5
268,45,No,0,1385,0,20,2,4,372,3,0,79,3,4,4,4,2,13496,7501,0,1,14,3,2,0,21,2,3,20,7,4,10
269,36,No,0,1403,0,6,3,5,373,4,0,47,3,1,6,4,2,3210,20251,0,0,11,3,3,1,16,4,3,15,13,10,11
270,55,No,0,452,0,1,3,4,374,4,0,81,3,5,3,1,0,19045,18938,0,1,14,3,3,0,37,2,3,36,10,4,13
271,47,Yes,2,666,0,29,4,5,376,1,0,88,3,3,3,2,2,11849,10268,1,1,12,3,4,1,10,2,2,10,7,9,9
272,28,No,0,1158,0,9,3,4,377,4,0,94,3,1,7,4,2,2070,2613,1,0,23,4,4,1,5,3,2,5,2,0,4
273,37,No,0,228,1,6,4,4,378,3,0,98,3,2,8,4,2,6502,22825,4,0,14,3,2,1,7,5,4,5,4,0,1
274,21,No,0,996,0,3,2,4,379,4,0,100,2,1,7,3,0,3230,10531,1,0,17,3,1,0,3,4,4,3,2,1,0
275,37,No,2,728,0,1,4,4,380,1,1,80,3,3,1,4,1,13603,11677,2,1,18,3,1,2,15,2,3,5,2,0,2
276,35,No,0,1315,0,22,3,5,381,2,1,71,4,3,3,2,1,11996,19100,7,0,18,3,2,1,10,6,2,7,7,6,2
277,38,No,0,322,1,7,2,4,382,1,1,44,4,2,8,1,1,5605,19191,1,1,24,4,3,1,8,3,3,8,0,7,7
278,26,No,1,1479,0,1,3,5,384,3,1,84,3,2,5,2,1,6397,26767,1,0,20,4,1,1,6,6,1,6,5,1,4
279,50,No,0,797,0,4,1,5,385,1,0,96,3,5,1,2,1,19144,15815,3,0,14,3,1,2,28,4,2,10,4,1,6
280,53,No,0,1070,0,3,4,4,386,3,0,45,3,4,1,3,2,17584,21016,3,1,16,3,4,3,21,5,2,5,3,1,3
281,42,No,0,635,1,1,1,5,387,2,0,99,3,2,8,3,2,4907,24532,1,0,25,4,3,0,20,3,3,20,16,11,6
282,29,No,1,442,1,2,2,5,388,2,0,44,3,2,8,4,0,4554,20260,1,0,18,3,1,0,10,3,2,10,7,0,9
283,55,No,0,147,0,20,2,2,389,2,0,37,3,2,6,4,2,5415,15972,3,1,19,3,4,1,12,4,3,10,7,0,8
284,26,No,1,496,0,11,2,4,390,1,0,60,3,2,4,1,2,4741,22722,1,1,13,3,3,1,5,3,3,5,3,3,3
285,37,No,0,1372,0,1,3,5,391,4,1,42,3,1,7,4,0,2115,15881,1,0,12,3,2,0,17,3,3,17,12,5,7
286,44,Yes,1,920,0,24,3,5,392,4,0,43,3,1,6,3,1,3161,19920,3,1,22,4,4,1,19,0,1,1,0,0,0
287,38,No,0,688,0,23,4,5,393,4,0,82,3,2,4,4,1,5745,18899,9,0,14,3,2,1,10,2,3,2,2,1,2
288,26,Yes,0,1449,0,16,4,4,394,1,0,45,3,1,6,2,1,2373,14180,2,1,13,3,4,1,5,2,3,3,2,0,2
289,28,No,0,1117,0,8,2,5,395,4,1,66,3,1,7,4,0,3310,4488,1,0,21,4,4,0,5,3,3,5,3,0,2
290,49,No,1,636,0,10,4,5,396,3,1,35,3,5,1,1,0,18665,25594,9,1,11,3,4,0,22,4,3,3,2,1,2
291,36,No,0,506,0,3,3,2,397,3,0,30,3,2,7,2,0,4485,26285,4,0,12,3,4,0,10,2,3,8,0,7,7
292,31,No,1,444,1,5,3,3,399,4,1,84,3,1,2,2,1,2789,3909,1,0,11,3,3,1,2,5,2,2,2,2,2
293,26,Yes,0,950,1,4,4,3,401,4,0,48,2,2,8,4,0,5828,8450,1,1,12,3,2,0,8,0,3,8,7,7,4
294,37,No,1,889,0,9,3,4,403,2,0,53,3,1,7,4,2,2326,11411,1,1,12,3,3,3,4,3,2,4,2,1,2
295,42,No,1,555,1,26,3,3,404,3,1,77,3,4,8,2,2,13525,14864,5,0,14,3,4,1,23,2,4,20,4,4,8
296,18,Yes,0,230,0,3,3,5,405,3,0,54,3,1,6,3,0,1420,25233,1,0,13,3,3,0,0,2,3,0,0,0,0
297,35,No,0,1232,1,16,3,3,406,3,0,96,3,3,8,2,2,8020,5100,0,0,15,3,3,2,12,3,2,11,9,6,9
298,36,No,1,566,0,18,4,5,407,3,0,81,4,1,6,4,2,3688,7122,4,0,18,3,4,2,4,2,3,1,0,0,0
299,51,No,0,1302,0,2,3,4,408,4,0,84,1,2,5,2,1,5482,16321,5,0,18,3,4,1,13,3,3,4,1,1,2
300,41,No,0,334,1,2,4,5,410,4,0,88,3,4,3,2,0,16015,15896,1,0,19,3,2,0,22,2,3,22,10,0,4
301,18,No,0,812,1,10,3,4,411,4,1,69,2,1,2,3,0,1200,9724,1,0,12,3,1,0,0,2,3,0,0,0,0
302,28,No,0,1476,0,16,2,4,412,2,0,68,4,2,4,1,0,5661,4824,0,0,19,3,3,0,9,2,3,8,3,0,7
303,31,No,0,218,1,7,3,2,416,2,0,100,4,2,8,4,2,6929,12241,4,0,11,3,2,1,10,3,2,8,7,7,7
304,39,No,0,1132,0,1,3,4,417,3,0,48,4,3,4,4,1,9613,10942,0,0,17,3,1,3,19,5,2,18,10,3,7
305,36,No,2,1105,0,24,4,5,419,2,1,47,3,2,6,2,2,5674,6927,7,0,15,3,3,1,11,3,3,9,8,0,8
306,32,No,0,906,1,7,3,5,420,4,0,91,2,2,8,3,2,5484,16985,1,0,14,3,3,1,13,3,2,13,8,4,8
307,38,No,0,849,0,25,2,5,421,1,1,81,2,3,1,2,2,12061,26707,3,0,17,3,3,1,19,2,3,10,8,0,1
308,58,No,2,390,0,1,4,5,422,4,0,32,1,2,4,3,1,5660,17056,2,1,13,3,4,1,12,2,3,5,3,1,2
309,31,No,0,691,0,5,4,2,423,3,0,86,3,1,7,4,2,4821,10077,0,1,12,3,3,1,6,4,3,5,2,0,3
310,31,No,0,106,2,2,3,0,424,1,0,62,2,2,0,1,2,6410,17822,3,0,12,3,4,0,9,1,3,2,2,1,0
311,45,No,1,1249,0,7,3,5,425,1,0,97,3,3,6,1,1,5210,20308,1,0,18,3,1,1,24,2,3,24,9,9,11
312,31,No,0,192,0,2,4,5,426,3,0,32,3,1,7,4,1,2695,7747,0,1,18,3,2,1,3,2,1,2,2,2,2
313,33,No,1,553,0,5,4,5,428,4,1,74,3,3,3,2,2,11878,23364,6,0,11,3,2,2,12,2,3,10,6,8,8
314,39,No,0,117,0,10,1,4,429,3,0,99,3,4,3,1,2,17068,5355,1,1,14,3,4,0,21,3,3,21,9,11,10
315,43,No,1,185,0,10,4,5,430,3,1,33,3,1,6,4,0,2455,10675,0,0,19,3,1,0,9,5,3,8,7,1,7
316,49,No,0,1091,0,1,2,2,431,3,1,90,2,4,4,3,0,13964,17810,7,1,12,3,4,0,25,2,3,7,1,0,7
317,52,Yes,0,723,0,8,4,4,433,3,0,85,2,2,7,2,2,4941,17747,2,0,15,3,1,0,11,3,2,8,2,7,7
318,27,No,0,1220,0,5,3,5,434,3,1,85,3,1,7,2,0,2478,20938,1,1,12,3,2,0,4,2,2,4,3,1,2
319,32,No,0,588,1,8,2,2,436,3,1,65,2,2,8,2,2,5228,24624,1,1,11,3,4,0,13,2,3,13,12,11,9
320,27,No,0,1377,1,2,3,5,437,4,0,74,3,2,8,3,0,4478,5242,1,1,11,3,1,0,5,3,3,5,4,0,4
321,31,No,0,691,1,7,3,3,438,4,0,73,3,2,8,4,1,7547,7143,4,0,12,3,4,3,13,3,3,7,7,1,7
322,32,No,0,1018,0,2,4,4,439,1,1,74,4,2,7,4,0,5055,10557,7,0,16,3,3,0,10,0,2,7,7,0,7
323,28,Yes,0,1157,0,2,4,4,440,1,0,84,1,1,7,4,2,3464,24737,5,1,13,3,4,0,5,4,2,3,2,2,2
324,30,No,0,1275,0,28,2,4,441,4,1,64,3,2,7,4,2,5775,11934,1,0,13,3,4,2,11,2,3,10,8,1,9
325,31,No,1,798,0,7,2,5,442,3,1,48,2,3,5,3,2,8943,14034,1,0,24,4,1,1,10,2,3,10,9,8,9
326,39,No,1,672,0,7,2,4,444,3,0,54,2,5,3,4,2,19272,21141,1,0,15,3,1,1,21,2,3,21,9,13,3
327,39,Yes,0,1162,1,3,2,4,445,4,1,41,3,2,8,3,2,5238,17778,4,1,18,3,1,0,12,3,2,1,0,0,0
328,33,No,1,508,1,10,3,3,446,2,0,46,2,2,8,4,0,4682,4317,3,0,14,3,3,0,9,6,2,7,7,0,1
329,47,No,0,1482,0,5,5,5,447,4,0,42,3,5,1,3,2,18300,16375,4,0,11,3,2,1,21,2,3,3,2,1,1
330,43,No,1,559,0,10,4,5,448,3,1,82,2,2,6,3,1,5257,6227,1,0,11,3,2,1,9,3,4,9,7,0,0
331,27,No,2,210,1,1,1,3,449,3,0,73,3,2,8,2,2,6349,22107,0,1,13,3,4,1,6,0,3,5,4,1,4
332,54,No,1,928,0,20,4,5,450,4,1,31,3,2,7,3,0,4869,16885,3,0,12,3,4,0,20,4,2,4,3,0,3
333,43,No,0,1001,0,7,3,5,451,3,1,43,3,3,4,1,2,9985,9262,8,0,16,3,1,1,10,1,2,1,0,0,0
334,45,No,0,549,0,8,4,1,452,4,0,75,3,2,7,4,2,3697,9278,9,0,14,3,1,2,12,3,3,10,9,9,8
335,40,No,0,1124,1,1,2,4,453,2,0,57,1,2,8,4,2,7457,13273,2,1,22,4,3,3,6,2,2,4,3,0,2
336,29,Yes,0,318,0,8,4,1,454,2,0,77,1,1,6,1,2,2119,4759,1,1,11,3,4,0,7,4,2,7,7,0,7
337,29,No,0,738,0,9,5,1,455,2,0,30,2,1,6,4,0,3983,7621,0,0,17,3,3,0,4,2,3,3,2,2,2
338,30,No,0,570,1,5,3,3,456,4,1,30,2,2,8,3,1,6118,5431,1,0,13,3,3,3,10,2,3,10,9,1,2
339,27,No,0,1130,1,8,4,3,458,2,1,56,3,2,8,2,2,6214,3415,1,0,18,3,1,1,8,3,3,8,7,0,7
340,37,No,0,1192,0,5,2,4,460,4,0,61,3,2,5,4,1,6347,23177,7,0,16,3,3,2,8,2,2,6,2,0,4
341,38,No,0,343,0,15,2,5,461,3,0,92,2,3,1,4,1,11510,15682,0,1,14,3,2,1,12,3,3,11,10,2,9
342,31,No,0,1232,0,7,4,4,462,3,1,39,3,3,5,4,0,7143,25713,1,1,14,3,3,0,11,2,2,11,9,4,10
343,29,No,0,144,1,10,1,3,463,4,1,39,2,2,8,2,1,8268,11866,1,1,14,3,1,2,7,2,3,7,7,1,7
344,35,No,0,1296,0,5,4,2,464,3,0,62,3,3,5,2,0,8095,18264,0,0,13,3,4,0,17,5,3,16,6,0,13
345,23,No,0,1309,0,26,1,5,465,3,0,83,3,1,7,4,1,2904,16092,1,0,12,3,3,2,4,2,2,4,2,0,2
346,41,No,0,483,0,6,3,4,466,4,0,95,2,2,5,2,0,6032,10110,6,1,15,3,4,0,8,3,3,5,4,1,2
347,47,No,1,1309,1,4,1,4,467,2,0,99,3,2,2,3,0,2976,25751,3,0,19,3,1,0,5,3,3,0,0,0,0
348,42,No,0,810,0,23,5,5,468,1,1,44,3,4,1,4,0,15992,15901,2,0,14,3,2,0,16,2,3,1,0,0,0
349,29,No,2,746,1,2,3,5,469,4,0,61,3,2,8,3,2,4649,16928,1,0,14,3,1,1,4,3,2,4,3,0,2
350,42,No,0,544,2,2,1,2,470,3,0,52,3,1,0,3,1,2696,24017,0,1,11,3,3,1,4,5,3,3,2,1,0
351,32,No,0,1062,0,2,3,4,471,3,1,75,3,1,6,2,2,2370,3956,1,0,13,3,3,1,8,4,3,8,0,0,7
352,48,No,0,530,1,29,1,4,473,1,1,91,3,3,3,3,2,12504,23978,3,0,21,4,2,1,15,3,1,0,0,0,0
353,37,No,0,1319,0,6,3,4,474,3,0,51,4,2,7,1,1,5974,17001,4,1,13,3,1,2,13,2,3,7,7,6,7
354,30,No,2,641,1,25,2,2,475,4,1,85,3,2,8,3,2,4736,6069,7,1,12,3,2,1,4,2,4,2,2,2,2
355,26,No,0,933,1,1,3,5,476,3,0,57,3,2,8,3,2,5296,20156,1,0,17,3,2,1,8,3,3,8,7,7,7
356,42,No,0,1332,0,2,4,1,477,1,0,98,2,2,4,4,0,6781,17078,3,0,23,4,2,0,14,6,3,1,0,0,0
357,21,Yes,1,756,1,1,1,2,478,1,1,99,2,1,2,2,0,2174,9150,1,1,11,3,3,0,3,3,3,3,2,1,2
358,36,No,2,845,1,1,5,4,479,4,1,45,3,2,8,4,0,6653,15276,4,0,15,3,2,0,7,6,3,1,0,0,0
359,36,No,1,541,1,3,4,4,481,1,0,48,2,3,8,4,2,9699,7246,4,0,11,3,1,1,16,2,3,13,9,1,12
360,57,No,0,593,0,1,4,4,482,4,0,88,3,2,4,3,2,6755,2967,2,0,11,3,3,0,15,2,3,3,2,1,2
361,40,No,0,1171,0,10,4,5,483,4,1,46,4,1,6,3,2,2213,22495,3,1,13,3,3,1,10,3,3,7,7,1,7
362,21,No,2,895,1,9,2,4,484,1,0,39,3,1,2,4,0,2610,2851,1,0,24,4,3,0,3,3,2,3,2,2,2
363,33,Yes,0,350,1,5,3,3,485,4,1,34,3,1,2,3,0,2851,9150,1,1,13,3,2,0,1,2,3,1,0,0,0
364,37,No,0,921,0,10,3,4,486,3,1,98,3,1,6,1,2,3452,17663,6,0,20,4,2,1,17,3,3,5,4,0,3
365,46,No,2,1144,0,7,4,4,487,3,1,30,3,2,5,3,2,5258,16044,2,0,14,3,3,0,7,2,4,1,0,0,0
366,41,Yes,1,143,1,4,3,3,488,1,0,56,3,2,8,2,0,9355,9558,1,0,18,3,3,0,8,5,3,8,7,7,7
367,50,No,0,1046,0,10,3,2,491,4,0,100,2,3,4,4,0,10496,2755,6,0,15,3,4,0,20,2,3,4,3,1,3
368,40,Yes,0,575,1,22,2,3,492,3,0,68,2,2,8,3,2,6380,6110,2,1,12,3,1,2,8,6,3,6,4,1,0
369,31,No,0,408,0,9,4,5,493,3,0,42,2,1,7,2,0,2657,7551,0,1,16,3,4,0,3,5,3,2,2,2,2
370,21,Yes,0,156,1,12,3,5,494,3,1,90,4,1,2,2,0,2716,25422,1,0,15,3,4,0,1,0,3,1,0,0,0
371,29,No,0,1283,0,23,3,5,495,4,0,54,3,1,7,4,0,2201,18168,9,0,16,3,4,0,6,4,3,3,2,1,2
372,35,No,0,755,0,9,4,5,496,3,0,97,2,2,4,2,0,6540,19394,9,0,19,3,3,0,10,5,3,1,1,0,0
373,27,No,0,1469,0,1,2,4,497,4,0,82,3,1,6,2,1,3816,17881,1,0,11,3,2,1,5,2,3,5,2,0,4
374,28,No,0,304,1,9,4,5,498,2,0,92,3,2,8,4,0,5253,20750,1,0,16,3,4,0,7,1,3,7,5,0,7
375,49,No,0,1261,0,7,3,1,499,2,0,31,2,3,4,3,0,10965,12066,8,0,24,4,3,0,26,2,3,5,2,0,0
376,51,No,0,1178,1,14,2,5,500,3,1,87,3,2,8,4,2,4936,14862,4,0,11,3,3,1,18,2,2,7,7,0,7
377,36,No,0,329,0,2,3,5,501,4,1,96,3,1,7,3,2,2543,11868,4,0,13,3,2,1,6,3,3,2,2,2,2
378,34,Yes,2,1362,1,19,3,3,502,1,0,67,4,2,8,4,0,5304,4652,8,1,13,3,2,0,9,3,2,5,2,0,4
379,55,No,0,1311,0,2,3,5,505,3,1,97,3,4,3,4,0,16659,23258,2,1,13,3,3,0,30,2,3,5,4,1,2
380,24,No,0,1371,1,10,4,3,507,4,1,77,3,2,8,3,1,4260,5915,1,1,12,3,4,1,5,2,4,5,2,0,3
381,30,No,0,202,1,2,1,2,508,3,0,72,3,1,2,2,2,2476,17434,1,0,18,3,1,1,1,3,3,1,0,0,0
382,26,Yes,1,575,0,3,1,2,510,3,0,73,3,1,7,1,0,3102,6582,0,0,22,4,3,0,7,2,3,6,4,0,4
383,22,No,0,253,0,11,3,4,511,1,1,43,3,1,7,2,2,2244,24440,1,0,13,3,4,1,2,1,3,2,1,1,2
384,36,No,0,164,1,2,2,4,513,2,0,61,2,3,8,3,2,7596,3809,1,0,13,3,2,2,10,2,3,10,9,9,0
385,30,Yes,1,464,0,4,3,2,514,3,0,40,3,1,7,4,0,2285,3427,9,1,23,4,3,0,3,4,3,1,0,0,0
386,37,No,0,1107,0,14,3,5,515,4,1,95,3,1,6,1,1,3034,26914,1,0,12,3,3,1,18,2,2,18,7,12,17
387,40,No,0,759,1,2,2,3,516,4,1,46,3,2,8,2,1,5715,22553,7,0,12,3,3,2,8,5,3,5,4,1,3
388,42,No,0,201,0,1,4,5,517,2,1,95,3,1,6,1,1,2576,20490,3,0,16,3,2,1,8,5,3,5,2,1,2
389,37,No,0,1305,0,10,4,5,518,3,0,49,3,2,5,2,0,4197,21123,2,1,12,3,4,0,18,2,2,1,0,0,1
390,43,No,0,982,0,12,3,5,520,1,0,59,2,4,1,2,1,14336,4345,1,0,11,3,3,1,25,3,3,25,10,3,9
391,40,No,0,555,0,2,3,4,521,2,1,78,2,2,6,3,2,3448,13436,6,0,22,4,2,1,20,3,3,1,0,0,0
392,54,No,0,821,0,5,2,4,522,1,0,86,3,5,1,1,2,19406,8509,4,0,11,3,3,1,24,4,2,4,2,1,2
393,34,No,2,1381,1,4,4,3,523,3,1,72,3,2,8,3,2,6538,12740,9,0,15,3,1,1,6,3,3,3,2,1,2
394,31,No,0,480,0,7,2,4,524,2,1,31,3,2,5,1,2,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12
395,43,No,1,313,0,21,3,4,525,4,0,61,3,1,6,4,2,2258,15238,7,0,20,4,1,1,8,1,3,3,2,1,2
